sample_id,fold,y_true,y_pred
A01_11,1,4.84895165083104,2.0003192
A01_24,1,-1.56662514019413,-3.1131618
A01_26,1,-2.064806493438,-1.4780743
A01_31,1,-3.34988984712923,-1.0770344
A01_40,1,4.0608135684541,0.7084016
A01_45,1,6.7140541006844,3.4323044
A01_55,1,1.43970287344143,-2.1108778
A01_56,1,-0.310124002346112,1.3243514
A01_60,1,-4.06073601712516,-3.9932559
A01_61,1,-0.768832078840205,-0.1861414
A01_64,1,-0.683107316246008,-1.3077388
A01_67,1,4.27930748755262,0.7909772
A01_69,1,2.16780950534234,-0.7488915
A01_72,1,1.73140973668496,-1.0220702
A01_74,1,4.29520405940985,0.720048
A01_79,1,-0.829515406000928,1.3505403
A01_81,1,-0.126571480601125,-0.96515423
A01_89,1,6.80485654939775,1.4946123
A01_91,1,2.18100693988825,-0.32407787
A02_03,1,-1.65225752497082,-2.6263232
A02_08,1,1.55299747526372,1.1300238
A02_14,1,-1.8525990922802,-0.58669126
A02_17,1,-1.46722099980161,1.4446284
A02_27,1,-1.09723749243166,1.3293568
A02_46,1,8.21079365128711,2.2308896
A02_47,1,-0.748800272698762,-0.8330528
A02_49,1,1.28103644882116,1.8474898
A02_68,1,-2.70612753501559,-2.8404965
A02_79,1,-2.681339864417,0.10122791
A02_86,1,2.56863376685518,2.296997
A02_96,1,-4.48373526176529,-1.2339338
A03_14,1,-0.591202855108775,-1.7995712
A03_15,1,-2.55352826299891,-0.12938991
A03_24,1,-1.83374682375451,0.2817227
A03_25,1,-1.60249812231775,-1.8264076
A03_26,1,-0.81563760453938,-0.42250496
A03_29,1,-1.58342686486552,-2.9826844
A03_31,1,2.35616058222009,-0.7366696
A03_34,1,-3.5667810553012,-3.3972595
A03_37,1,-1.65190617001762,0.44607243
A03_51,1,-2.58309829024939,-0.35340238
A03_53,1,-2.67031613597314,-1.9573165
A03_60,1,0.0878638501714741,0.28223118
A03_63,1,-1.96499822092924,-2.1095424
A03_65,1,1.38716794702075,0.10237059
A03_72,1,-3.01248074424673,0.40850827
A03_75,1,0.659818527540637,-0.6284631
A03_76,1,3.01032181123744,1.1226755
A03_77,1,-4.55647761780751,-3.1642919
A03_81,1,-2.91325532017309,-1.4665577
A03_93,1,-3.66580154233561,-3.4972856
A04_02,1,-1.18107836563414,-4.1488967
A04_07,1,3.14254462369041,1.2814652
A04_11,1,4.8840855665114,3.125773
A04_16,1,-1.75270570639299,-1.9814197
A04_18,1,1.23229531289605,2.612192
A04_20,1,-2.45319736647698,-3.9354155
A04_21,1,2.92346080515373,1.8895447
A04_27,1,3.48758055876883,0.09968957
A04_31,1,-2.20511645923434,-1.3897809
A04_32,1,-2.44062292111161,0.8326294
A04_34,1,-0.314883924128465,1.7634538
A04_36,1,2.07731014844867,-0.9025956
A04_40,1,-3.68175130675241,-2.4280195
A04_43,1,-3.59520637900786,-1.5995221
A04_45,1,-1.79928810983872,0.31604525
A04_49,1,1.23779978034148,1.8028208
A04_53,1,-2.60295952825227,0.745164
A04_54,1,5.28445951035985,5.555326
A04_56,1,-0.022681240905818,3.1359
A04_93,1,-3.11751456646257,-3.3060753
A04_94,1,2.40539052126385,0.7874045
A05_02,1,-1.87323389642887,-1.3532842
A05_04,1,-0.622137492764083,1.0289325
A05_11,1,4.03767465808561,0.06007978
A05_13,1,1.89913254120848,0.6931041
A05_19,1,0.519303939124452,-1.119676
A05_25,1,-2.00851890715308,0.84242463
A05_28,1,0.506580955372186,-1.2126795
A05_29,1,-2.56652901172552,-1.4895493
A05_37,1,-2.31219464750151,-1.0615134
A05_43,1,-0.95083808823875,-0.6342105
A05_56,1,-0.797304731944188,-1.1978593
A05_73,1,0.204249379825311,-0.6597194
A05_76,1,-1.12672256546048,-0.78414375
A05_81,1,0.723834225733854,-0.89945203
A05_82,1,-3.61492495185663,-3.7981904
A05_85,1,1.39169882213511,0.1451151
A05_93,1,-1.9516655208042,-1.7042941
A06_02,1,-2.63126982420511,-0.9879284
A06_04,1,-0.412823243259716,1.140146
A06_10,1,-0.0342252712818811,1.7156655
A06_13,1,2.18560469766061,1.4206088
A06_22,1,-2.45075800844769,-1.4889166
A06_25,1,-1.68265121451549,-0.28184202
A06_39,1,2.14691885701803,0.95728385
A06_40,1,-4.40233046442095,-2.9205956
A06_44,1,-0.514691119224914,-3.5009134
A06_51,1,-2.97257133338558,-2.0561886
A06_53,1,3.23418051063765,0.19753084
A06_59,1,2.78219444642405,1.578714
A06_60,1,-0.423739409377636,-1.2205566
A06_73,1,-1.21841945754989,-2.0238001
A06_76,1,6.33894357093081,2.8186584
A06_79,1,-2.55893774733119,2.2564971
A06_83,1,0.448092390797179,0.7258385
A06_85,1,0.822280511015963,0.49792823
A06_86,1,-0.883671179869029,0.9254823
A06_87,1,-1.47253988459825,-0.22530434
A06_88,1,-0.848460905349077,0.4393858
A06_89,1,1.93502618847479,0.20027915
A06_91,1,2.15339325772145,0.9999468
A06_96,1,-2.83684173611207,-2.6260784
A07_05,1,7.11415597101558,2.37622
A07_06,1,-4.42823224056338,-2.0919962
A07_08,1,-2.99690609613007,-4.3398237
A07_12,1,-5.34124525828773,-2.685774
A07_15,1,-1.67828943226953,2.1513288
A07_21,1,0.629082406315506,-0.32534233
A07_22,1,-2.88189557946268,-2.0615368
A07_40,1,2.00550223725135,1.7700628
A07_42,1,-2.84322086590838,-2.944932
A07_57,1,-0.455589678816351,-1.3690215
A07_58,1,-2.1666107014865,-3.2996407
A07_61,1,-1.86047188635782,-0.14192155
A07_63,1,-2.61709179578451,0.71621555
A07_64,1,-2.58334809729112,-2.3246396
A07_69,1,0.674459397673937,1.901109
A07_70,1,2.76522928140082,2.2337368
A07_76,1,-0.68012864130277,-4.234396
A07_83,1,0.319952546017969,0.36740646
A07_86,1,-3.69343955380505,-0.94820917
A07_90,1,-1.42001656960172,-1.6393534
A07_93,1,1.22851326778247,3.5380292
A07_95,1,-0.649604078507029,-0.65628606
A08_19,1,1.36473002195953,0.7760399
A08_25,1,-0.87174453238857,1.950276
A08_26,1,-0.229581691530808,3.269012
A08_34,1,-2.63088498053809,-0.84398764
A08_52,1,-3.08721437017819,-1.4684447
A08_64,1,-0.101690624481842,-1.3517958
A08_75,1,-4.11930089154313,-0.5138388
A08_87,1,2.20077878421883,0.49787137
A08_88,1,-2.83591490650497,-1.341463
A08_90,1,0.766309995157193,1.7505795
A09_03,1,-1.28179886602571,-5.422461
A09_06,1,3.18839406410697,0.73687965
A09_11,1,-2.29244336400978,-2.7696667
A09_15,1,-1.10826814881373,3.047818
A09_17,1,-3.50970287471064,-0.24232939
A09_21,1,-2.9194525494664,-1.7105911
A09_22,1,6.9711169008477,4.290961
A09_29,1,3.26269685338576,1.926376
A09_33,1,-2.66151014072661,1.7468096
A09_43,1,0.400453330211997,0.73019403
A09_46,1,4.59153969566495,1.610647
A09_49,1,-3.50404034753554,-0.82389086
A09_54,1,-1.22597506686658,-0.05376247
A09_57,1,-0.465357034145722,1.6876597
A09_59,1,2.1624258943921,1.3566827
A09_64,1,-3.07854041456607,-2.9018254
A09_72,1,1.93824690488067,-0.38231882
A09_85,1,-2.00835348288774,-0.98232895
A09_89,1,2.43846019793081,2.9581552
A09_95,1,-1.24122520273416,-2.9953089
A09_96,1,6.21891718265774,3.6573565
A10_03,1,-1.94861337071137,-2.8371432
A10_05,1,4.7092641709826,1.3684776
A10_10,1,-4.23991509837814,-1.7334923
A10_13,1,-0.593086931199404,-0.0955452
A10_26,1,0.140875469163298,-0.9060883
A10_31,1,-1.4086790235871,1.682232
A10_34,1,-3.44440361257265,-1.9568847
A10_39,1,4.66735112428562,1.8988875
A10_57,1,1.99155257795582,1.2173142
A10_61,1,8.08586192020378,3.0852115
A10_62,1,2.74055086372972,2.7144678
A10_69,1,2.95093417647481,0.40742037
A10_73,1,-1.59663740097513,-2.0933926
A10_76,1,4.27194490334259,1.7196598
A10_83,1,1.04195487603938,2.057121
A10_84,1,-5.60142452124739,-4.1042085
A10_90,1,2.37863259915991,-0.3972198
A10_91,1,1.58362135426392,-1.70832
A10_93,1,-4.4502019695355,-1.6732482
A11_03,1,5.65934112897924,3.385455
A11_11,1,-2.43000992140402,-2.824888
A11_17,1,5.15970049869039,2.9317534
A11_19,1,4.49195535903599,0.5445424
A11_20,1,-5.32432599850785,-2.9032578
A11_30,1,6.75698403900522,4.1798673
A11_33,1,-3.8020703074745,-3.16538
A11_36,1,5.13197205456268,1.3956126
A11_42,1,3.94196192926844,-1.0236199
A11_43,1,-1.7619337434374,-0.8156593
A11_52,1,1.85576640942587,-0.80282545
A11_56,1,-3.31125209520441,-1.6782545
A11_67,1,2.47499110114152,0.380277
A11_70,1,4.13527789324128,1.6640145
A11_71,1,-4.32552255481861,0.06156334
A11_82,1,-3.27459499231998,1.2367305
A11_92,1,-3.12095730231984,-1.8979055
A01_01,2,-1.60444210190495,-3.8373828
A01_03,2,3.30170896783043,1.8479241
A01_04,2,-1.29127021116612,-4.600383
A01_06,2,1.57732456202596,-1.5110413
A01_07,2,0.954948018710393,0.0972353
A01_08,2,-2.99750072606416,-1.1767392
A01_10,2,-2.93353289243063,-1.7107223
A01_25,2,-1.73564801912576,-0.10209795
A01_29,2,2.97048711822192,0.8114438
A01_30,2,0.18990388522304,-1.1835257
A01_32,2,0.429805256024022,3.484747
A01_34,2,3.87318389560996,2.7754536
A01_42,2,1.17693689866406,-1.4046993
A01_50,2,-2.34272067161477,-2.5555859
A01_57,2,-0.485633569399491,-1.688654
A01_66,2,1.86595991405677,2.1203685
A01_71,2,2.5511034555016,-1.5838834
A01_75,2,-0.957147068551361,-1.0025475
A01_80,2,3.80337749448774,2.896237
A01_82,2,-2.48594202944121,-1.1212953
A01_84,2,-0.31048414321339,-1.2641712
A01_85,2,-2.02309172045304,-3.4572558
A01_87,2,-2.72613804930426,-0.5900061
A01_93,2,4.36293212689893,2.6201408
A02_04,2,-1.85159012088039,-4.76242
A02_15,2,-2.39687366456611,-4.9301944
A02_16,2,2.1500475705442,1.3919402
A02_25,2,3.93116185717355,0.91602105
A02_34,2,8.33332678820097,0.8094593
A02_40,2,-0.127372726630191,2.8549902
A02_41,2,1.53207698517243,2.525011
A02_43,2,-3.67864386575194,-1.6992737
A02_45,2,0.116241419539529,0.3777772
A02_50,2,-1.63077656166049,3.2249403
A02_51,2,2.27908191097353,3.4891024
A02_54,2,-3.40563935303595,0.38760874
A02_55,2,1.00089570314479,0.9906945
A02_58,2,-1.55730553525871,-0.14617446
A02_65,2,-1.28456224715178,-2.7237759
A02_74,2,-0.444318103332746,-1.729453
A02_75,2,-4.05954314367414,-0.80673873
A02_80,2,-3.95943108116511,-3.6027184
A02_83,2,3.91990307528864,3.2211118
A02_84,2,2.13706493438827,-0.603079
A02_93,2,-5.33464663094728,-2.550702
A03_01,2,-0.874978996580206,-1.8932425
A03_08,2,2.26144801092939,0.8814143
A03_09,2,1.09276484231942,1.4274123
A03_12,2,4.3270876585743,1.207341
A03_20,2,1.75955414589766,-0.9743376
A03_27,2,3.67839857000239,1.1726488
A03_28,2,-2.96013326820413,-3.215426
A03_36,2,-1.71214223753491,-1.591142
A03_43,2,1.54467076470326,-1.8928385
A03_44,2,-0.666051452599488,-0.37367585
A03_47,2,-2.97232793685187,-5.6464276
A03_50,2,5.99900852446393,2.0701246
A03_54,2,3.07593540348125,1.1275593
A03_55,2,-4.16259389743711,-4.1034274
A03_66,2,-2.07936151996307,-3.537077
A03_70,2,-3.05777373413759,-3.1811242
A03_82,2,-1.40138486309142,3.508105
A03_90,2,-3.57717608176535,-2.111357
A03_91,2,3.85139183177765,2.405878
A04_01,2,-1.50146017716141,-0.13446555
A04_10,2,0.628148940049738,-0.10153832
A04_12,2,0.705914265533734,-3.1642356
A04_13,2,-0.120446857581711,0.31988105
A04_22,2,-2.07305421688002,-1.1604424
A04_24,2,4.46307161299682,3.4362373
A04_28,2,0.627998401459703,0.88525426
A04_29,2,0.195615463641991,0.99199176
A04_33,2,-1.69724479637995,-1.4339703
A04_38,2,3.88502210901078,2.2030327
A04_41,2,2.37478508352731,3.1759923
A04_48,2,-1.28492867862103,-1.0448695
A04_50,2,-1.96747763003794,0.59380555
A04_55,2,3.19846479602102,2.2826867
A04_85,2,2.39172122864527,-1.4768369
A04_87,2,-3.70805627701012,-0.022540592
A04_89,2,3.03436802084915,1.0261055
A04_95,2,1.42473083804721,1.6920811
A05_07,2,-3.35602706119137,-1.446255
A05_09,2,-1.87217657450243,-0.90549046
A05_10,2,-0.223440593889501,-0.707903
A05_18,2,3.8264374661737,1.0880376
A05_30,2,-2.0425332569267,-1.2518784
A05_48,2,-3.68159466514795,-1.4654156
A05_55,2,-1.22594520530204,2.5521772
A05_60,2,-0.186335095942094,0.5832635
A05_63,2,8.46743645504335,7.4542127
A05_75,2,0.147626470063404,-0.63040096
A05_77,2,2.81208233078542,1.954899
A05_78,2,-4.20046970479732,-2.7222211
A05_83,2,0.56827775690019,-0.11874833
A05_86,2,2.11879285622204,2.371728
A05_89,2,-3.08185595020359,-3.249032
A05_95,2,-4.27037968939106,-2.1899104
A06_07,2,-2.25924360271472,-3.561336
A06_08,2,-2.70370780425686,-2.8853366
A06_19,2,-2.9596365417673,-1.9930325
A06_21,2,-2.08381067392271,-1.2045637
A06_24,2,5.11470460869255,2.608906
A06_34,2,-3.08458097581642,-2.2343943
A06_35,2,5.28719535070294,1.8035284
A06_36,2,-1.34413440306334,0.44896838
A06_41,2,4.20873953892522,2.3788652
A06_48,2,0.470521198335112,1.9358066
A06_56,2,-2.26870566782311,-3.9143884
A06_65,2,2.84930759816419,1.4627159
A06_66,2,1.3886392438476,1.100989
A06_72,2,3.14343398939971,-0.45423666
A06_81,2,1.51531640429978,-0.24948493
A06_90,2,-0.645551498107082,0.81455594
A06_92,2,3.28106708418255,0.8604914
A06_94,2,-0.642557823450653,1.9231209
A07_02,2,-1.22268721690069,0.02928362
A07_07,2,0.644695831617751,-1.0234166
A07_09,2,2.43328666172568,0.15663669
A07_13,2,2.34047337650349,0.84137875
A07_16,2,-2.56190177207042,-4.465821
A07_18,2,3.34463383122484,1.9536692
A07_23,2,-3.54094498489182,-2.2257276
A07_31,2,-3.24359118191865,-2.9289007
A07_32,2,-2.66139621350745,-0.7522024
A07_44,2,3.03533341688945,0.893726
A07_45,2,2.42688262725757,0.1756495
A07_46,2,1.88942060005926,-0.019784234
A07_47,2,-2.4654381753822,2.620283
A07_48,2,-2.56621310564458,-2.2729409
A07_49,2,-0.731800748621272,-0.15840223
A07_52,2,2.25044193067958,0.8458983
A07_54,2,-3.10321728801032,-2.5156362
A07_55,2,-4.06215190456467,-4.933125
A07_68,2,0.291522075188373,-1.1362553
A07_82,2,4.57202794547224,3.4339135
A08_05,2,-0.975399044469911,-0.23256662
A08_14,2,-0.954008768258812,-1.1968312
A08_20,2,4.2778077789862,3.400635
A08_22,2,2.95989635829683,2.952214
A08_23,2,5.99913275895004,2.212751
A08_27,2,5.39200553965557,4.0659103
A08_30,2,-1.21122185979349,-3.7810774
A08_36,2,2.25806985734705,-0.93564606
A08_38,2,-1.16049529859662,1.5269984
A08_47,2,-1.28968068260469,-1.4304112
A08_57,2,4.18594641923811,1.2222997
A08_63,2,-1.86923709996626,-2.6991618
A08_65,2,-0.583405532823652,0.49177763
A08_66,2,4.01646336938942,4.317258
A08_77,2,-4.54892150436294,-6.2406487
A08_80,2,-2.76994325097859,-0.79598856
A08_81,2,3.11255115196284,1.5178485
A08_85,2,3.74320877177052,1.3220702
A08_91,2,-5.07984748716167,-4.483245
A09_05,2,-2.08172843160518,-1.7884094
A09_07,2,2.34185420577081,0.6731755
A09_25,2,4.90567962481254,2.2872024
A09_27,2,-3.11925748562698,-1.8622856
A09_37,2,-1.69365254706066,0.9248968
A09_53,2,0.615811371241095,1.1808736
A09_61,2,-0.862532057595959,0.43672875
A09_75,2,0.708690276117149,0.11147139
A09_80,2,-4.0126855190671,-3.1641698
A09_82,2,1.64754242005713,1.4276551
A09_86,2,5.86439767453797,3.1555433
A10_09,2,2.01012530293334,-1.9169949
A10_17,2,-1.32692780246146,-3.4660408
A10_22,2,-2.81879085262934,-2.4105453
A10_27,2,-0.421700115105184,3.1049054
A10_46,2,-2.47418380040501,1.0735936
A10_50,2,-0.628210227011124,1.7790855
A10_52,2,-2.47179136278587,-0.39767295
A10_55,2,3.35057465831319,-0.06832292
A10_58,2,-1.41360207948479,1.0763149
A10_65,2,4.96044893201917,-0.2500473
A10_71,2,-6.17447124496469,-2.7647653
A10_85,2,0.510937480812127,1.2261324
A10_94,2,2.08419064759796,1.2496897
A10_95,2,-0.457467300097848,1.2770561
A11_02,2,3.29345076591842,1.5672576
A11_05,2,0.236138650819416,3.0855727
A11_06,2,2.93447837275224,-0.64791787
A11_09,2,-2.79295409600397,-3.2138171
A11_12,2,-2.67843362258353,-1.8311497
A11_13,2,-2.06919221613301,-0.4932153
A11_18,2,1.22459266620547,2.0920868
A11_25,2,-2.77256785894172,-1.2996572
A11_27,2,5.69151119146225,4.1851916
A11_29,2,4.43637492646346,4.5177364
A11_31,2,-3.54363328799377,-1.3485353
A11_34,2,-3.42045619947052,-1.0131712
A11_35,2,3.79603475582331,0.38818446
A11_37,2,0.143723846354421,-0.7042124
A11_51,2,0.5598649461664,2.4749985
A11_72,2,1.49732655313976,1.9859515
A11_75,2,-1.33746464657058,-1.0077697
A11_86,2,0.510847366378461,-2.9598756
A11_87,2,-3.1353743035009,-2.8387294
A11_88,2,2.02350251313017,1.606877
A11_90,2,-0.890742262917871,0.7723819
A11_91,2,4.51571954546225,3.635236
A01_12,3,-0.974813131397507,-1.522827
A01_13,3,-1.73793409103731,-2.0259678
A01_16,3,-1.61574997001144,-2.0785398
A01_18,3,3.04869803661957,3.237879
A01_19,3,5.09501935523822,2.778868
A01_20,3,2.2354457920391,2.522278
A01_23,3,2.08959741655455,2.7825797
A01_39,3,-0.851517158756964,-1.7053875
A01_43,3,-3.5289463405372,-2.683557
A01_44,3,-0.585619307653861,-2.1205537
A01_47,3,0.96661859327193,1.8942381
A01_51,3,0.630649331771525,1.0914186
A01_52,3,4.56331500944188,2.0733824
A01_58,3,-1.65189760520792,-0.7681735
A01_62,3,5.89286452163714,1.351188
A01_70,3,-0.995710611505783,0.36181578
A01_76,3,-2.9297516546259,-0.023249425
A01_77,3,0.663157559514862,0.1335387
A01_86,3,1.37355715402648,1.8526477
A01_92,3,4.31825455515447,0.5300538
A01_95,3,3.58778095699464,-4.0828867
A01_96,3,7.50122370202346,0.48182526
A02_01,3,0.489361529984272,-0.22711536
A02_07,3,2.33535387257008,2.747591
A02_11,3,-0.496725213217767,-0.89580387
A02_20,3,-0.374219340317322,1.6256293
A02_21,3,3.07966556681443,0.85154766
A02_23,3,-2.86955432839238,-2.3563597
A02_24,3,0.0645337968708588,1.7257353
A02_33,3,2.03544754082601,1.966843
A02_35,3,-3.20917819347083,-4.371249
A02_52,3,-3.37561038437481,0.070677005
A02_59,3,0.206031115972566,0.7183084
A02_63,3,3.88069361043489,3.1041918
A02_64,3,1.0897726625145,1.8477792
A02_73,3,-2.68544210175447,-3.7384632
A02_78,3,-3.1281868034843,-5.058017
A02_87,3,3.97579085088527,3.4856617
A02_88,3,-2.10054382470883,-0.38438538
A02_89,3,1.9740233831439,3.7633226
A02_90,3,-1.25275887661859,-0.83218926
A02_91,3,5.75625954393263,3.7029917
A02_94,3,4.58105462380381,0.83410543
A03_04,3,0.862408393574956,0.66709197
A03_11,3,-3.5643917717375,-0.42939118
A03_19,3,-3.92963477180807,-4.1600513
A03_38,3,-2.59509530490802,0.18212649
A03_39,3,1.74474501181521,-2.0571954
A03_52,3,0.127250773508889,-1.0840808
A03_61,3,0.6429311240377,-0.89685553
A03_64,3,2.8111912991094,2.897695
A03_73,3,0.417094465743907,0.48552105
A03_79,3,-3.03870526849829,-3.1901448
A03_80,3,-2.03882475349819,-1.4926318
A03_84,3,1.18552691765895,0.7778917
A03_87,3,2.018382072691,2.1512032
A03_88,3,1.335540194022,5.35713
A03_94,3,-2.14425394942487,-2.0618095
A04_05,3,0.052334372766595,-0.89766806
A04_06,3,-2.71102021778825,-2.9879873
A04_08,3,-4.3404297105171,-1.5908865
A04_26,3,-1.80202901008652,-4.0782423
A04_42,3,-2.25516008696206,-2.92818
A04_46,3,1.57194127152856,-0.6201542
A04_51,3,-2.73420380558542,-0.65329534
A04_77,3,-0.231004368461228,0.07329532
A04_78,3,-2.86229829452621,-2.91494
A04_80,3,-2.27825492513859,3.4711502
A04_82,3,1.08006453359118,1.8194655
A04_84,3,1.41848310879006,0.5664027
A04_92,3,-0.622149380003526,-1.0299168
A04_96,3,-5.30134413757156,-0.9468202
A05_01,3,-0.30638553991507,0.42866492
A05_03,3,-2.85070166097974,-2.5979464
A05_08,3,-2.83730933868329,-3.1437423
A05_15,3,-1.34570241228498,1.9096011
A05_16,3,-1.30808365349235,-2.2052238
A05_17,3,3.37742753925338,1.7973827
A05_23,3,-3.04457084161485,-3.5817988
A05_31,3,-2.89039828475509,-3.0129473
A05_39,3,2.52980800508446,1.9501108
A05_42,3,3.74987746915884,5.8366284
A05_44,3,6.00452789497162,3.3410547
A05_45,3,5.67548942401214,-0.6916291
A05_49,3,-1.13493127560169,1.010037
A05_59,3,-2.76917811051169,0.08717366
A05_61,3,-1.42430572980491,-0.465929
A05_64,3,3.23909860973759,0.77252656
A05_68,3,2.12778603485543,2.1702583
A05_70,3,-1.16926916533679,-1.2088879
A05_79,3,-1.20131046164459,-3.304642
A05_84,3,0.654452702438227,0.96724135
A05_87,3,0.527295287595138,-1.275339
A05_92,3,1.14625779704349,-3.8141472
A05_96,3,1.66268233865405,1.7214179
A06_01,3,0.492893167930504,5.0687566
A06_03,3,4.01158178016485,4.5459404
A06_05,3,3.87602425423811,1.140385
A06_06,3,1.22195407177861,2.9490128
